,created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,is_quote_status,quote_count,reply_count,retweet_count,favorite_count,entities,favorited,retweeted,possibly_sensitive,filter_level,lang,matching_rules,extended_tweet,scopes,retweeted_status,extended_entities,display_text_range
56,Fri May 08 21:08:06 +0000 2020,1258866288543309825,1258866288543309825,"Trump says he’s in no hurry for Congress to pass more stimulus measures, hours after it was announced a record 20 m… https://t.co/5graqVHXk2","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381472, 'friends_count': 1286, 'listed_count': 54858, 'favourites_count': 534, 'statuses_count': 573442, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,16,28,52,73,"{'hashtags': [], 'urls': [{'url': 'https://t.co/5graqVHXk2', 'expanded_url': 'https://twitter.com/i/web/status/1258866288543309825', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],"{'full_text': 'Trump says he’s in no hurry for Congress to pass more stimulus measures, hours after it was announced a record 20 million jobs were lost in April https://t.co/CMX3odwpLa', 'display_text_range': [0, 169], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/CMX3odwpLa', 'expanded_url': 'https://trib.al/xVUfVhT', 'display_url': 'trib.al/xVUfVhT', 'indices': [146, 169]}], 'user_mentions': [], 'symbols': []}}",,,,
57,Fri May 08 21:06:01 +0000 2020,1258865766268645376,1258865766268645376,The auto industry will have to overcome huge challenges in the covid era. What will it take for jobs and sales to r… https://t.co/3t7BNDqLaA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381472, 'friends_count': 1286, 'listed_count': 54858, 'favourites_count': 534, 'statuses_count': 573442, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,2,4,17,33,"{'hashtags': [], 'urls': [{'url': 'https://t.co/3t7BNDqLaA', 'expanded_url': 'https://twitter.com/i/web/status/1258865766268645376', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],"{'full_text': 'The auto industry will have to overcome huge challenges in the covid era. What will it take for jobs and sales to return? Read our explainer and get alerts sent directly to your inbox https://t.co/3ml6DZeXP6', 'display_text_range': [0, 207], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/3ml6DZeXP6', 'expanded_url': 'https://trib.al/bbV34DA', 'display_url': 'trib.al/bbV34DA', 'indices': [184, 207]}], 'user_mentions': [], 'symbols': []}}",,,,
58,Fri May 08 21:04:46 +0000 2020,1258865450936565760,1258865450936565760,RT @zachmider: The have-not states have started to catch up with the haves. https://t.co/NVNKRXWunG @cedricsam https://t.co/Wq47m9teIS,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381472, 'friends_count': 1286, 'listed_count': 54858, 'favourites_count': 534, 'statuses_count': 573442, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,0,0,"{'hashtags': [], 'urls': [{'url': 'https://t.co/NVNKRXWunG', 'expanded_url': 'https://www.bloomberg.com/graphics/2020-sba-paycheck-protection-program/second-round-funding.html', 'display_url': 'bloomberg.com/graphics/2020-…', 'indices': [76, 99]}], 'user_mentions': [{'screen_name': 'zachmider', 'name': 'Zachary Mider', 'id': 325777887, 'id_str': '325777887', 'indices': [3, 13]}, {'screen_name': 'cedricsam', 'name': 'Cédric Sam', 'id': 16495920, 'id_str': '16495920', 'indices': [100, 110]}], 'symbols': [], 'media': [{'id': 1258728578851786753, 'id_str': '1258728578851786753', 'indices': [111, 134], 'media_url': 'http://pbs.twimg.com/media/EXfm-TMX0AEJ6Io.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EXfm-TMX0AEJ6Io.jpg', 'url': 'https://t.co/Wq47m9teIS', 'display_url': 'pic.twitter.com/Wq47m9teIS', 'expanded_url': 'https://twitter.com/zachmider/status/1258728679821148160/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 450, 'resize': 'fit'}, 'medium': {'w': 912, 'h': 603, 'resize': 'fit'}, 'large': {'w': 912, 'h': 603, 'resize': 'fit'}}, 'source_status_id': 1258728679821148160, 'source_status_id_str': '1258728679821148160', 'source_user_id': 325777887, 'source_user_id_str': '325777887'}]}",False,False,False,low,en,[{'tag': None}],,,"{'created_at': 'Fri May 08 12:01:17 +0000 2020', 'id': 1258728679821148160, 'id_str': '1258728679821148160', 'text': 'The have-not states have started to catch up with the haves. https://t.co/NVNKRXWunG @cedricsam https://t.co/Wq47m9teIS', 'display_text_range': [0, 95], 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'truncated': False, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 325777887, 'id_str': '325777887', 'name': 'Zachary Mider', 'screen_name': 'zachmider', 'location': 'New York City', 'url': 'http://zachmider.com', 'description': 'Reporter at Bloomberg News. Answers to ""Hoss."" zmider1@bloomberg.net. Opinions are my own, RTs not endorsements.', 'translator_type': 'none', 'protected': False, 'verified': False, 'followers_count': 4144, 'friends_count': 665, 'listed_count': 156, 'favourites_count': 424, 'statuses_count': 3348, 'created_at': 'Tue Jun 28 21:12:46 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/580037522606174208/cLv48ZiN_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/580037522606174208/cLv48ZiN_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/325777887/1588963069', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'quote_count': 0, 'reply_count': 3, 'retweet_count': 10, 'favorite_count': 22, 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/NVNKRXWunG', 'expanded_url': 'https://www.bloomberg.com/graphics/2020-sba-paycheck-protection-program/second-round-funding.html', 'display_url': 'bloomberg.com/graphics/2020-…', 'indices': [61, 84]}], 'user_mentions': [{'screen_name': 'cedricsam', 'name': 'Cédric Sam', 'id': 16495920, 'id_str': '16495920', 'indices': [85, 95]}], 'symbols': [], 'media': [{'id': 1258728578851786753, 'id_str': '1258728578851786753', 'indices': [96, 119], 'media_url': 'http://pbs.twimg.com/media/EXfm-TMX0AEJ6Io.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EXfm-TMX0AEJ6Io.jpg', 'url': 'https://t.co/Wq47m9teIS', 'display_url': 'pic.twitter.com/Wq47m9teIS', 'expanded_url': 'https://twitter.com/zachmider/status/1258728679821148160/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 450, 'resize': 'fit'}, 'medium': {'w': 912, 'h': 603, 'resize': 'fit'}, 'large': {'w': 912, 'h': 603, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1258728578851786753, 'id_str': '1258728578851786753', 'indices': [96, 119], 'media_url': 'http://pbs.twimg.com/media/EXfm-TMX0AEJ6Io.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EXfm-TMX0AEJ6Io.jpg', 'url': 'https://t.co/Wq47m9teIS', 'display_url': 'pic.twitter.com/Wq47m9teIS', 'expanded_url': 'https://twitter.com/zachmider/status/1258728679821148160/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 450, 'resize': 'fit'}, 'medium': {'w': 912, 'h': 603, 'resize': 'fit'}, 'large': {'w': 912, 'h': 603, 'resize': 'fit'}}}, {'id': 1258728606047633409, 'id_str': '1258728606047633409', 'indices': [96, 119], 'media_url': 'http://pbs.twimg.com/media/EXfm_4gXgAEy5I7.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EXfm_4gXgAEy5I7.jpg', 'url': 'https://t.co/Wq47m9teIS', 'display_url': 'pic.twitter.com/Wq47m9teIS', 'expanded_url': 'https://twitter.com/zachmider/status/1258728679821148160/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 449, 'resize': 'fit'}, 'medium': {'w': 923, 'h': 609, 'resize': 'fit'}, 'large': {'w': 923, 'h': 609, 'resize': 'fit'}}}]}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}","{'media': [{'id': 1258728578851786753, 'id_str': '1258728578851786753', 'indices': [111, 134], 'media_url': 'http://pbs.twimg.com/media/EXfm-TMX0AEJ6Io.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EXfm-TMX0AEJ6Io.jpg', 'url': 'https://t.co/Wq47m9teIS', 'display_url': 'pic.twitter.com/Wq47m9teIS', 'expanded_url': 'https://twitter.com/zachmider/status/1258728679821148160/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 450, 'resize': 'fit'}, 'medium': {'w': 912, 'h': 603, 'resize': 'fit'}, 'large': {'w': 912, 'h': 603, 'resize': 'fit'}}, 'source_status_id': 1258728679821148160, 'source_status_id_str': '1258728679821148160', 'source_user_id': 325777887, 'source_user_id_str': '325777887'}, {'id': 1258728606047633409, 'id_str': '1258728606047633409', 'indices': [111, 134], 'media_url': 'http://pbs.twimg.com/media/EXfm_4gXgAEy5I7.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EXfm_4gXgAEy5I7.jpg', 'url': 'https://t.co/Wq47m9teIS', 'display_url': 'pic.twitter.com/Wq47m9teIS', 'expanded_url': 'https://twitter.com/zachmider/status/1258728679821148160/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 449, 'resize': 'fit'}, 'medium': {'w': 923, 'h': 609, 'resize': 'fit'}, 'large': {'w': 923, 'h': 609, 'resize': 'fit'}}, 'source_status_id': 1258728679821148160, 'source_status_id_str': '1258728679821148160', 'source_user_id': 325777887, 'source_user_id_str': '325777887'}]}",
59,Fri May 08 21:04:06 +0000 2020,1258865282455687169,1258865282455687169,The pace of processing loans from a popular coronavirus relief program for U.S. small businesses has slowed abruptly https://t.co/raoNH1vJeH,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381472, 'friends_count': 1286, 'listed_count': 54858, 'favourites_count': 534, 'statuses_count': 573442, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,1,1,6,15,"{'hashtags': [], 'urls': [{'url': 'https://t.co/raoNH1vJeH', 'expanded_url': 'https://trib.al/z7rsMAv', 'display_url': 'trib.al/z7rsMAv', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,,
60,Fri May 08 21:03:01 +0000 2020,1258865009716858882,1258865009716858882,"General Atlantic is in talks to invest in Reliance Industries’s Jio Platforms, sources say, which would make it the… https://t.co/O8KHiVobAX","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381472, 'friends_count': 1286, 'listed_count': 54858, 'favourites_count': 534, 'statuses_count': 573442, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,9,4,15,32,"{'hashtags': [], 'urls': [{'url': 'https://t.co/O8KHiVobAX', 'expanded_url': 'https://twitter.com/i/web/status/1258865009716858882', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],"{'full_text': 'General Atlantic is in talks to invest in Reliance Industries’s Jio Platforms, sources say, which would make it the latest in a series of high-profile backers of the Indian telecommunications provider https://t.co/30yi8wypGs', 'display_text_range': [0, 224], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/30yi8wypGs', 'expanded_url': 'https://trib.al/jBSW9wp', 'display_url': 'trib.al/jBSW9wp', 'indices': [201, 224]}], 'user_mentions': [], 'symbols': []}}",,,,
61,Fri May 08 21:01:03 +0000 2020,1258864516575657990,1258864516575657990,U.S. stocks are about to pull off their biggest earnings-season rally in six years https://t.co/kFEufQuT7O,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381472, 'friends_count': 1286, 'listed_count': 54858, 'favourites_count': 534, 'statuses_count': 573442, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,16,21,45,102,"{'hashtags': [], 'urls': [{'url': 'https://t.co/kFEufQuT7O', 'expanded_url': 'https://trib.al/6andvFv', 'display_url': 'trib.al/6andvFv', 'indices': [83, 106]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,,
62,Fri May 08 21:00:04 +0000 2020,1258864269023744000,1258864269023744000,Corporate bailout watchdog panel misses first deadline https://t.co/QRnBwr8m8l,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381472, 'friends_count': 1286, 'listed_count': 54858, 'favourites_count': 534, 'statuses_count': 573442, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,0,11,11,"{'hashtags': [], 'urls': [{'url': 'https://t.co/QRnBwr8m8l', 'expanded_url': 'https://trib.al/pIB60zx', 'display_url': 'trib.al/pIB60zx', 'indices': [55, 78]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,,
63,Fri May 08 20:55:04 +0000 2020,1258863010199810050,1258863010199810050,A federal judge dismissed a bid by parents to have charges against them dismissed https://t.co/14aH4OrlZs,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381472, 'friends_count': 1286, 'listed_count': 54858, 'favourites_count': 534, 'statuses_count': 573442, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,6,10,19,"{'hashtags': [], 'urls': [{'url': 'https://t.co/14aH4OrlZs', 'expanded_url': 'https://trib.al/AvlA6TW', 'display_url': 'trib.al/AvlA6TW', 'indices': [82, 105]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,,
64,Fri May 08 20:54:02 +0000 2020,1258862749872001031,1258862749872001031,The White House will have Deborah Birx help oversee distribution of Gilead’s Covid-19 https://t.co/GyMfZH0EVb,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381472, 'friends_count': 1286, 'listed_count': 54858, 'favourites_count': 534, 'statuses_count': 573442, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,0,3,11,9,"{'hashtags': [], 'urls': [{'url': 'https://t.co/GyMfZH0EVb', 'expanded_url': 'https://trib.al/amenek2', 'display_url': 'trib.al/amenek2', 'indices': [86, 109]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,,
65,Fri May 08 20:50:04 +0000 2020,1258861749387833349,1258861749387833349,Justin Trudeau wanted to cement a progressive agenda in his second term. Coronavirus changed all that https://t.co/FAbbfnxOhh,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 34713362, 'id_str': '34713362', 'name': 'Bloomberg', 'screen_name': 'business', 'location': 'New York and the World', 'url': 'http://www.bloomberg.com', 'description': 'The first word in business news.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 6381472, 'friends_count': 1286, 'listed_count': 54858, 'favourites_count': 534, 'statuses_count': 573442, 'created_at': 'Thu Apr 23 20:05:17 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '101112', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': True, 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'DADADA', 'profile_sidebar_fill_color': 'EEEEEE', 'profile_text_color': '666666', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/991818020233404416/alrBF_dr_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/34713362/1503349279', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None}",,,,,False,1,2,12,24,"{'hashtags': [], 'urls': [{'url': 'https://t.co/FAbbfnxOhh', 'expanded_url': 'https://trib.al/ykPMTug', 'display_url': 'trib.al/ykPMTug', 'indices': [102, 125]}], 'user_mentions': [], 'symbols': []}",False,False,False,low,en,[{'tag': None}],,,,,
